adm3_en,Satkhira,bound
Rajapur,Jhalokati,"[[[[90.18999418200008, 22.479056264000064], [90.19915054400008, 22.492502305000073], [90.20359962100008, 22.519746805000068], [90.18537495200007, 22.524478935000047], [90.18440643900004, 22.53200002500006], [90.20281738800008, 22.577931233000072], [90.20093454900007, 22.586820189000036], [90.18601949200007, 22.596335660000022], [90.18048206900005, 22.591919010000026], [90.16156839100006, 22.59941277300004], [90.16712210400004, 22.608502860000044], [90.16225958700005, 22.61480083300006], [90.13958653100008, 22.61116030200003], [90.13771285100006, 22.630404766000026], [90.12920589100008, 22.62585309800005], [90.12716793100003, 22.61542137600003], [90.11947775100003, 22.617553084000065], [90.11615341300006, 22.60803995300006], [90.11008411200004, 22.609730756000033], [90.09925295700003, 22.593693778000045], [90.07742831000007, 22.58781026300005], [90.06366714200004, 22.594426075000058], [90.05592379800004, 22.579654435000066], [90.06568686000008, 22.552760160000048], [90.06686865700004, 22.518179042000043], [90.06278519900007, 22.50520804000007], [90.07276721100004, 22.511555360000045], [90.07497308800004, 22.507430858000077], [90.07037643100006, 22.50062321200005], [90.07897226300008, 22.495618579000052], [90.07899446000005, 22.48762057400006], [90.10092726600004, 22.49964258500006], [90.11370217100006, 22.49356628000004], [90.11685182600007, 22.502995604000034], [90.12341117700004, 22.498060086000066], [90.12486402800005, 22.48989667400008], [90.13179383400006, 22.49118331300008], [90.13968414600004, 22.50460694700007], [90.15171650000008, 22.511371891000067], [90.16119185300005, 22.501696528000025], [90.17115526500004, 22.50061684600007], [90.17157884400007, 22.494244841000068], [90.18999418200008, 22.479056264000064]]]]"
Rajarhat,Kurigram,"[[[[89.49239138500008, 25.713209343000074], [89.50800051400006, 25.717029531000037], [89.52222007600005, 25.730895677000035], [89.52438764500005, 25.72475272400004], [89.54134091000003, 25.722869548000062], [89.54356297100009, 25.72851525300007], [89.54435364700004, 25.724350340000058], [89.55266211600008, 25.723863058000063], [89.55210143600004, 25.718935978000047], [89.56519878900008, 25.72254817700008], [89.57221570900003, 25.71738170200007], [89.58038785600007, 25.72646098100006], [89.57917634900008, 25.731931432000067], [89.58346391000003, 25.72737281800005], [89.58947488400008, 25.732322581000062], [89.59337744800007, 25.729007617000036], [89.59235064400008, 25.742787530000044], [89.61566725300008, 25.739349487000027], [89.61531296400005, 25.74516564700008], [89.62638034600008, 25.74751124900007], [89.62743550200008, 25.75267241000006], [89.61926064100004, 25.758301293000045], [89.62170151800007, 25.761167942000043], [89.61633569100007, 25.76336796700008], [89.61891109500004, 25.766081506000035], [89.61067840000004, 25.774988782000037], [89.61386733300003, 25.77730389900006], [89.61105880800005, 25.780669717000023], [89.60116990800003, 25.776834516000065], [89.59543663800008, 25.77990415100004], [89.59896708300005, 25.804433337000034], [89.58357266800004, 25.809707054000057], [89.57962098700006, 25.815592845000026], [89.58369861400007, 25.815684158000067], [89.58502303100005, 25.824445359000038], [89.57457013600003, 25.826987555000073], [89.58036646600004, 25.838576339000042], [89.57105183700008, 25.84920223900008], [89.58173711700005, 25.845536761000062], [89.58215112000005, 25.854981042000077], [89.58817445500006, 25.859083180000027], [89.58343583200008, 25.868297145000042], [89.59432446000005, 25.88046649100005], [89.58524299400005, 25.878043371000047], [89.57499524800005, 25.888531886000067], [89.56606215700003, 25.87900032600004], [89.55444349600003, 25.877256205000037], [89.55227867700006, 25.861618746000033], [89.53161871100008, 25.867819755000028], [89.53574821100005, 25.82391535100004], [89.52942555800007, 25.814098065000053], [89.52237006100006, 25.814088601000037], [89.51677383600008, 25.820326738000063], [89.52105405900005, 25.814487798000073], [89.51904941600009, 25.805452338000066], [89.49228648300004, 25.809103137000022], [89.49678991900004, 25.81303948300007], [89.48861999500008, 25.813241238000046], [89.48277179400009, 25.834023794000075], [89.47746435300007, 25.834813543000053], [89.47035557900006, 25.82492884100003], [89.46371654400008, 25.829512564000026], [89.45208102300006, 25.82246534500007], [89.45528929300008, 25.816260318000047], [89.46282117100003, 25.822921380000025], [89.47186859100003, 25.812863606000064], [89.45938548400005, 25.81216756500004], [89.46185579300004, 25.79823847600005], [89.45788506300005, 25.78364489200004], [89.46276146300005, 25.786246111000025], [89.46942637600006, 25.77943771300005], [89.48081944700004, 25.75309769300003], [89.48658064500006, 25.754411107000067], [89.50066792300004, 25.74521052600005], [89.49826987600005, 25.730170653000073], [89.48496146200006, 25.727973376000023], [89.49239138500008, 25.713209343000074]]]]"
Rajasthali,Rangamati,"[[[[92.09914376700004, 22.40066513200003], [92.10421923100006, 22.391009147000034], [92.10932981600007, 22.390203233000022], [92.12039049600008, 22.366677292000077], [92.14011555300004, 22.367311277000056], [92.13940333000005, 22.354930199000023], [92.13201112100006, 22.352944386000047], [92.13294790300006, 22.349518227000033], [92.18844078100005, 22.346365941000045], [92.19762129000009, 22.343411702000026], [92.19635481700004, 22.331965627000045], [92.22551226600007, 22.33123333900005], [92.26473052900008, 22.344253432000073], [92.28089496200005, 22.35569106500003], [92.36000233100003, 22.341343394000035], [92.28416453500006, 22.45125236900003], [92.24907958600005, 22.413497635000056], [92.21358231900007, 22.38818762300008], [92.21542461300004, 22.364768344000026], [92.20658020200005, 22.357306142000027], [92.18054057500007, 22.367750983000064], [92.16977153400006, 22.390199978000055], [92.16246581100006, 22.39583357600003], [92.13421467900008, 22.40095727000005], [92.11541636600003, 22.413705037000057], [92.09914376700004, 22.40066513200003]]]]"
Rajbari Sadar,Rajbari,"[[[[89.75252851800008, 23.59026319800006], [89.75272070100004, 23.601950224000063], [89.72843241500004, 23.618984933000036], [89.72604389600008, 23.630438755000057], [89.73144434800008, 23.636453266000046], [89.73041899700007, 23.655087096000045], [89.72833716500008, 23.666329162000068], [89.72127648500003, 23.67249158800007], [89.73229813500006, 23.677615615000036], [89.73850497100005, 23.666260841000053], [89.75573442500007, 23.66655316400005], [89.75472683900006, 23.676545115000067], [89.74606953100005, 23.692929418000062], [89.73463458400005, 23.702130886000077], [89.72091127900006, 23.705037842000024], [89.72020128300005, 23.714827367000055], [89.72867079600007, 23.71266671500007], [89.71892620800008, 23.723288618000026], [89.71808569500007, 23.738182418000065], [89.72589887900006, 23.76994373100007], [89.70949142400008, 23.778056586000048], [89.70852048300009, 23.781437442000026], [89.71617943000007, 23.783285317000036], [89.71029167400008, 23.79244183800006], [89.68691413500005, 23.802270978000024], [89.67990741000006, 23.81139974200005], [89.63182537900008, 23.809120733000043], [89.58387315400006, 23.814440870000055], [89.57211992000003, 23.808068521000052], [89.52989566000008, 23.81628194900003], [89.52483631200005, 23.804265806000046], [89.53376979000006, 23.800869784000042], [89.53072327700005, 23.791558873000042], [89.52554647600005, 23.792699193000033], [89.53096534600007, 23.78881093600006], [89.52041354200009, 23.783699484000067], [89.52342657600008, 23.77089238600007], [89.53877890300004, 23.767512879000037], [89.55496117600006, 23.749996166000074], [89.56487276200005, 23.750348993000046], [89.56640395100004, 23.74597084900006], [89.57776814900006, 23.750791787000026], [89.57441614100009, 23.740976131000025], [89.58714997900006, 23.737622341000076], [89.58768013700006, 23.732551998000076], [89.59520514900004, 23.729212345000064], [89.59448982400005, 23.71018343000003], [89.60038142300004, 23.69945509300004], [89.59707938600008, 23.69278557900003], [89.60570641400005, 23.67784305300006], [89.61483612500007, 23.67777005100004], [89.61652984700004, 23.666075894000073], [89.61087431200008, 23.666251481000074], [89.61050614100003, 23.65822112500007], [89.62261063900007, 23.652047907000053], [89.63568880000008, 23.65236654100005], [89.64263742900005, 23.64406928300008], [89.65493537800006, 23.646721124000067], [89.65280552700006, 23.64207132100006], [89.65881762000004, 23.63784946800007], [89.65940514000005, 23.624753931000043], [89.66776335600008, 23.620460630000025], [89.66638280200004, 23.608898623000073], [89.67267362800004, 23.595995213000037], [89.66953967200004, 23.58534067100004], [89.71211622800007, 23.588868570000045], [89.71199814800008, 23.596800809000058], [89.72956648300004, 23.581654509000032], [89.74170080800008, 23.583402672000034], [89.74072141000005, 23.58961954800003], [89.75252851800008, 23.59026319800006]]]]"
Rajnagar,Maulvibazar,"[[[[91.88509953000005, 24.432476904000055], [91.89857711900004, 24.438235014000043], [91.90390723900003, 24.45105735900006], [91.89925664000003, 24.459428324000044], [91.91682681100008, 24.46211986700007], [91.91738728800004, 24.466033366000033], [91.91101814800004, 24.469869342000038], [91.91144844900003, 24.463457626000036], [91.90903118000006, 24.47016136700006], [91.92702946700007, 24.48053223000005], [91.92197689800008, 24.49324656400006], [91.93742588900005, 24.491466874000025], [91.93749151800006, 24.50926318000006], [91.93340048100004, 24.509640108000042], [91.93383284500004, 24.51673254900004], [91.92408274500008, 24.517304121000052], [91.92631759400007, 24.525089094000066], [91.91984983800006, 24.542070437000064], [91.93466075000003, 24.54177556600007], [91.93054486100004, 24.558367099000066], [91.93652289600004, 24.58640558700006], [91.94196016800004, 24.586173039000073], [91.94659783000009, 24.59616438200004], [91.95438379700005, 24.599396573000035], [91.94778885000005, 24.612739436000027], [91.94853454000008, 24.625923917000023], [91.96647106800003, 24.62491794500005], [91.96408418700008, 24.645450871000037], [91.93355149000007, 24.655043186000057], [91.93107667900006, 24.66177169100007], [91.92280430900007, 24.65244894600005], [91.90999511000007, 24.655677431000072], [91.91123582600005, 24.661735427000053], [91.90360936000008, 24.66367856000005], [91.90235453900004, 24.65194354700003], [91.89069566900008, 24.646155692000036], [91.88522942700007, 24.656729444000064], [91.87102191500009, 24.65767899000008], [91.84680014600008, 24.644450059000064], [91.84093956800007, 24.65179895400007], [91.83176281300007, 24.65379751300003], [91.79961441900008, 24.63744799500006], [91.79482476800007, 24.646252928000024], [91.78379140600003, 24.64337547300005], [91.77900535200007, 24.63832475600003], [91.78111107100005, 24.626427025000055], [91.77120888600007, 24.625614022000036], [91.75015140700003, 24.59891506100007], [91.73655063000007, 24.59781984700004], [91.73789781300007, 24.590078361000053], [91.74306861900004, 24.58965573000006], [91.73938732000005, 24.586752059000048], [91.75115075600007, 24.585706035000044], [91.75218865900007, 24.577184231000047], [91.74646953800004, 24.56970926100007], [91.76276273500008, 24.573946437000075], [91.76672792900007, 24.550482490000036], [91.78764273300004, 24.54475538500003], [91.78765368700005, 24.53843282300005], [91.79792332100004, 24.537980031000075], [91.80377124200004, 24.515093320000062], [91.81268364500005, 24.51398318500003], [91.80597873600004, 24.502242076000073], [91.81483203000005, 24.499742694000076], [91.81528420600006, 24.491206755000064], [91.82501705000004, 24.496437264000065], [91.82172682800007, 24.484006591000025], [91.83418525600007, 24.475656574000027], [91.82876473300007, 24.472908708000034], [91.83052790800008, 24.460575513000038], [91.85925921700004, 24.455174919000058], [91.87589051000003, 24.456906627000023], [91.87434725000008, 24.443017171000065], [91.88509953000005, 24.432476904000055]]]]"
Rajoir,Madaripur,"[[[[89.93645612400007, 23.117663813000036], [89.96833953300006, 23.10980083100003], [89.98421934100008, 23.110494837000033], [89.99283081500005, 23.131937330000028], [90.01251653500003, 23.138765658000068], [90.01367764800005, 23.12922124200003], [90.04414341000006, 23.121297901000048], [90.04077831200004, 23.108613670000068], [90.04828438700008, 23.105670616000054], [90.06211968100007, 23.120149690000062], [90.07400208200005, 23.11924235500004], [90.08323282000003, 23.12640686800006], [90.08518010800003, 23.150056289000077], [90.09824488500004, 23.152953469000067], [90.09812365600004, 23.166740666000067], [90.10412252500004, 23.172804383000027], [90.09624155700004, 23.172070923000035], [90.08852026400007, 23.180484337000053], [90.09653834300008, 23.19464440300004], [90.09386766800009, 23.214077170000053], [90.12130285800004, 23.227962842000068], [90.10561055300008, 23.233282330000065], [90.10324768600003, 23.237503554000057], [90.10847923400007, 23.24585294800005], [90.10494643100003, 23.252749959000028], [90.09884192800007, 23.256251469000063], [90.09622075500005, 23.25134523400004], [90.09137060200004, 23.252280246000055], [90.09477701500003, 23.260953508000057], [90.08372674200007, 23.272663441000077], [90.09312502000006, 23.274120395000068], [90.09511909100007, 23.278872920000026], [90.08182330100004, 23.28591670800006], [90.08481349200008, 23.295181472000024], [90.07493599600008, 23.303238449000048], [90.07582904500003, 23.309201037000037], [90.06759440400003, 23.305185046000076], [90.03891945500004, 23.33940671700003], [90.03117376300008, 23.337921936000043], [90.03301597800004, 23.314644831000066], [90.02477330200009, 23.303384813000037], [90.02123337500007, 23.275131203000058], [90.03128676700004, 23.26428458600003], [90.02283087800004, 23.255658185000073], [90.02608426100005, 23.25077465100003], [90.02137102100005, 23.23579316400003], [90.01785069600004, 23.23040695900005], [90.00933242500008, 23.234700187000044], [89.99649598000008, 23.21679988300008], [89.98473357700004, 23.21823039000003], [89.98152028500004, 23.19955090800005], [89.97633217300006, 23.195539995000047], [89.97729610800008, 23.181904360000033], [89.97141837300006, 23.181053707000046], [89.96658153000004, 23.16460532900004], [89.96279739600004, 23.16076023200003], [89.94909838800004, 23.16229940900007], [89.94894565800007, 23.15767203300004], [89.94283581900004, 23.155624448000026], [89.94439428000004, 23.143851728000072], [89.93645612400007, 23.117663813000036]]]]"
Rajpara,Rajshahi,"[[[[88.54921102900005, 24.361911211000063], [88.58927544100004, 24.362967454000056], [88.58933917400003, 24.367325384000026], [88.57425835600003, 24.36932045700007], [88.57840038300003, 24.372870370000044], [88.58971321600006, 24.369598808000035], [88.59409147500008, 24.379297188000066], [88.58101824400006, 24.38091812700003], [88.57965457500006, 24.385935348000032], [88.57100143900004, 24.38259191000003], [88.56893220600006, 24.395616207000046], [88.55827361700005, 24.39847859300005], [88.54277862500004, 24.382386960000076], [88.55495315100006, 24.375774711000076], [88.54921102900005, 24.361911211000063]]]]"
Ramganj,Lakshmipur,"[[[[90.86269283900003, 23.01238727300006], [90.87288289600008, 23.013084527000046], [90.87470306600005, 23.024004129000048], [90.88803462400006, 23.02051833200005], [90.88663002800007, 23.025560265000024], [90.89749523700004, 23.039168335000056], [90.90677514800007, 23.034620516000075], [90.90618193900008, 23.04186982600004], [90.91880617300006, 23.041895226000065], [90.91035671200007, 23.058006429000045], [90.90080066400003, 23.061890461000075], [90.89884341700008, 23.071250418000034], [90.90598105300006, 23.072377691000042], [90.91907926600004, 23.06550272900006], [90.91139272200007, 23.07975728300005], [90.92917812300004, 23.080469424000057], [90.93082727700005, 23.09072638600003], [90.93953585700007, 23.083715777000066], [90.94528342200005, 23.085835751000047], [90.94152261300007, 23.10149189200007], [90.95355088800005, 23.112965520000046], [90.95311747000005, 23.126088995000032], [90.96184444700003, 23.13102082200004], [90.96222155300006, 23.13810450400007], [90.95551708700003, 23.14593297700003], [90.93575829800005, 23.143520159000047], [90.92294347900008, 23.149049109000032], [90.91210993400006, 23.147814880000055], [90.91386254100007, 23.15626314600007], [90.90202319500008, 23.152602049000052], [90.90196849900008, 23.162305029000038], [90.89185708000008, 23.171788651000043], [90.86805138700004, 23.173530603000074], [90.84657037300008, 23.166949843000054], [90.84589873100003, 23.159658458000024], [90.85105534700006, 23.154142223000065], [90.83933378600005, 23.14823223600007], [90.83630484600008, 23.13815035600004], [90.82062519800007, 23.132893281000065], [90.81827106000009, 23.123982867000052], [90.79599003400006, 23.118077662000076], [90.78982444700006, 23.085250678000023], [90.79012021600005, 23.079267206000054], [90.79384934400008, 23.080041142000027], [90.78689952700006, 23.07704483300006], [90.80135449200009, 23.064868750000073], [90.82866419000004, 23.052131686000052], [90.83488373100005, 23.042033040000035], [90.84342776900007, 23.04382475400007], [90.84954586200007, 23.034612440000046], [90.84613183900007, 23.027289894000035], [90.86225169700003, 23.023580172000038], [90.85879154500003, 23.01365557400004], [90.86269283900003, 23.01238727300006]]]]"
Ramgarh,Khagrachhari,"[[[[91.98285209900007, 22.963030851000042], [91.97403382400006, 22.984543217000066], [91.89128299500004, 22.96955704100003], [91.87059488500006, 22.94693920800006], [91.86071709100008, 22.94288961700005], [91.83467202600008, 22.958055750000028], [91.82485512100004, 22.974563070000045], [91.80478745300007, 22.964717741000072], [91.79565129100007, 22.968383435000078], [91.78867313100005, 22.97951505900005], [91.78845650900007, 22.993430621000073], [91.76323487000008, 23.00269484300003], [91.75683476300009, 23.024450913000067], [91.74383567200005, 23.006585484000027], [91.72614303800003, 22.999145155000065], [91.72052783400005, 22.98755115800003], [91.71195163400006, 22.987272146000066], [91.72257591800008, 22.958787616000052], [91.72847189100008, 22.955938054000057], [91.72574879800004, 22.942153545000053], [91.73064103500008, 22.940223564000064], [91.72571666200008, 22.938369458000068], [91.72089380500006, 22.91439609100007], [91.72523240000004, 22.906823581000026], [91.71642267200008, 22.886940639000045], [91.72929921300005, 22.877747733000035], [91.73022706500007, 22.871798779000073], [91.75905861300004, 22.868051972000046], [91.77094846100005, 22.87510108500004], [91.78347027100006, 22.894710458000077], [91.83756017300004, 22.90720969700004], [91.84792343200007, 22.886450625000066], [91.85582270800006, 22.885730988000034], [91.86588176700008, 22.871146131000046], [91.89275194600003, 22.86878044200006], [91.90697356800007, 22.87656781900006], [91.89945056200008, 22.882898280000063], [91.90400314000004, 22.89420995200004], [91.94553142900008, 22.90908951600005], [91.94582275300007, 22.93072455500004], [91.96039499400007, 22.92517525900007], [91.97147719300006, 22.929884220000076], [91.97629034200008, 22.93959802200004], [91.97563935800008, 22.953516569000044], [91.98285209900007, 22.963030851000042]]]]"
Ramgati,Lakshmipur,"[[[[90.89375066900004, 22.56028032100005], [90.93211333700003, 22.49701664400004], [90.97645204400004, 22.52198363800005], [90.95111425600004, 22.54725796300005], [90.89375066900004, 22.56028032100005]]], [[[91.01740593000005, 22.56817560500008], [91.01178682300008, 22.606904454000073], [91.00346617400004, 22.623586678000038], [90.98840945400008, 22.639324721000037], [91.00091024000005, 22.665559287000065], [91.01705698100005, 22.678953571000022], [91.00733857200004, 22.70755186200006], [90.97667630000007, 22.71530284800008], [90.96433181300006, 22.724126444000035], [90.95874742000007, 22.720624760000078], [90.94695284500006, 22.724522767000053], [90.94571586400008, 22.733325652000076], [90.93882247200008, 22.724747988000047], [90.91924086000006, 22.722606910000025], [90.91341338900008, 22.712838903000033], [90.90464274000004, 22.71240604700006], [90.90387860700008, 22.706687642000077], [90.87325527700006, 22.703914354000062], [90.83660528800004, 22.686813053000037], [90.84944636100005, 22.670642085000054], [90.89076560000007, 22.660236161000057], [90.94542830400007, 22.614890591000062], [91.01740593000005, 22.56817560500008]]]]"
Ramna,Dhaka,"[[[[90.39411818500008, 23.747610077000047], [90.39599463500008, 23.741479903000027], [90.41031646400006, 23.73624902000006], [90.41635169000006, 23.75588569300004], [90.40901550300003, 23.761133404000077], [90.39411818500008, 23.747610077000047]]]]"
Rampal,Bagerhat,"[[[[89.72346174800003, 22.503661429000033], [89.76205535700007, 22.53453552600007], [89.77310141700008, 22.536681525000063], [89.77331653800007, 22.554947988000038], [89.78522866300005, 22.571926184000063], [89.77414620900004, 22.572555228000056], [89.76268607300005, 22.559174101000053], [89.76159268400005, 22.585192808000045], [89.75374718600006, 22.586472827000023], [89.74433436700008, 22.579498043000058], [89.74126803400009, 22.58366935300006], [89.73085882600003, 22.58066541100004], [89.72729013100007, 22.584843231000036], [89.70968551100003, 22.58191193300007], [89.71501914900006, 22.58788358000004], [89.71064354300006, 22.60513841200003], [89.71396046100006, 22.61603583300007], [89.72766245500009, 22.625682165000057], [89.72412971900008, 22.642438182000035], [89.70448348200006, 22.643080997000027], [89.68364178500008, 22.655420674000027], [89.66198566600008, 22.648894142000074], [89.65887159200008, 22.683787894000034], [89.62574557600004, 22.67748088600007], [89.61839608600008, 22.652844283000036], [89.60092308800006, 22.645060921000038], [89.58259500300005, 22.64695933200005], [89.57333312700007, 22.662039925000045], [89.57717657100005, 22.668540283000027], [89.55666966300004, 22.678611626000077], [89.54908781000006, 22.66137420000007], [89.55241408300003, 22.640883183000028], [89.53711278100008, 22.625599555000065], [89.53227664700006, 22.608451056000035], [89.55410680000006, 22.572960403000025], [89.56730785300005, 22.57703347300003], [89.57487775500005, 22.563079747000074], [89.58763012400004, 22.566957711000043], [89.60791758600004, 22.534705002000067], [89.62544766300005, 22.536297481000076], [89.63282046800003, 22.52751430400008], [89.63298706600006, 22.536688913000035], [89.64421348100007, 22.534000278000065], [89.64995359700004, 22.51551078800003], [89.65554743400008, 22.51681329300004], [89.66124258900004, 22.52994718800005], [89.66975345700007, 22.52529149700007], [89.68141104900008, 22.528140361000055], [89.68275253300004, 22.522626364000075], [89.69721069900004, 22.513081854000063], [89.69196501700009, 22.512238240000045], [89.69539885400008, 22.506269917000054], [89.70539845300004, 22.50715013000007], [89.70723531100003, 22.501597851000042], [89.72346174800003, 22.503661429000033]]]]"
Rampura,Dhaka,"[[[[90.41296112300006, 23.749940735000052], [90.42495022300005, 23.75068697300003], [90.43374510600006, 23.76375751100005], [90.41513745500004, 23.770243828000048], [90.40901550300003, 23.761133404000077], [90.41635169000006, 23.75588569300004], [90.41296112300006, 23.749940735000052]]]]"
Ramu,Cox's Bazar,"[[[[92.05715528200005, 21.289026190000072], [92.07373260500003, 21.293078356000024], [92.07642840000005, 21.300153652000063], [92.08630233700006, 21.302662050000038], [92.08259893800005, 21.307630669000048], [92.10026522700008, 21.314541735000034], [92.10800301100005, 21.327574646000073], [92.11840840300005, 21.32599013300006], [92.12698855100007, 21.341968662000056], [92.14302456200005, 21.34859457400006], [92.12651199100009, 21.400908961000027], [92.13664832700005, 21.403493758000025], [92.14351967700009, 21.39997634300005], [92.15600134300007, 21.412507868000034], [92.15565622400004, 21.42488445600003], [92.16361691200007, 21.43177507300004], [92.17898817900004, 21.431788759000028], [92.18269320400003, 21.424057852000033], [92.18779267600007, 21.426484543000072], [92.20188080600008, 21.390525511000078], [92.22004897700003, 21.400789565000025], [92.23571483800004, 21.397828224000023], [92.24683659300007, 21.40251008000007], [92.24690918100004, 21.40832142900007], [92.23773806800006, 21.41398335100007], [92.24173527300007, 21.425826596000036], [92.23341767000005, 21.42958764900004], [92.22936900800005, 21.446342711000057], [92.23520339300006, 21.44748845500004], [92.23514330300009, 21.453234988000077], [92.24225126700009, 21.45213299200003], [92.23844805900006, 21.457049212000072], [92.23875990600004, 21.475324872000044], [92.23191956700003, 21.48219096400004], [92.22683527900006, 21.47887558900004], [92.22164097900009, 21.48319598200004], [92.22289450000005, 21.494658663000052], [92.21674436900008, 21.498626226000056], [92.21730741500005, 21.503662405000057], [92.20261577400004, 21.50324649600003], [92.20142725200003, 21.51407084400006], [92.18622079100004, 21.510239829000056], [92.18581078900007, 21.50101082200007], [92.18254143700005, 21.512322634000043], [92.17479986000006, 21.507480963000035], [92.15953529400008, 21.533179996000058], [92.15925554900008, 21.541509115000053], [92.17727687400009, 21.55492889900006], [92.18467492300005, 21.568387677000032], [92.16870648500009, 21.587869975000046], [92.17397426700006, 21.598550429000056], [92.16727178500008, 21.605477233000045], [92.16104906600003, 21.605537319000064], [92.14893802500006, 21.595572834000052], [92.14019445100007, 21.600775044000045], [92.11721223400008, 21.58093520600005], [92.11479511400006, 21.588640514000076], [92.11420596300007, 21.581980042000055], [92.10606407900008, 21.581844501000035], [92.09821140800005, 21.571457372000054], [92.10607741300004, 21.569827953000072], [92.10736223900005, 21.562204240000028], [92.08607090200007, 21.551183235000053], [92.10637123400005, 21.54459854600003], [92.12567459900004, 21.544461886000022], [92.13408455700005, 21.509879453000053], [92.12836049800006, 21.503691796000055], [92.12082743000008, 21.502645847000053], [92.11890027200008, 21.51157875800004], [92.10750984800006, 21.517530545000056], [92.09975631700007, 21.513360716000022], [92.08493480200008, 21.514429852000035], [92.08631675900006, 21.51874452800007], [92.07829174300008, 21.521704896000074], [92.04421580600007, 21.519906527000046], [92.04495867000009, 21.509497448000047], [92.06029464300008, 21.507650288000036], [92.06207377400005, 21.492709864000062], [92.07894602500005, 21.493444431000057], [92.07584515900004, 21.482960382000044], [92.06524404200007, 21.48808187800006], [92.05798083000008, 21.484537415000034], [92.06353371100005, 21.481536709000068], [92.05868552100009, 21.476155100000028], [92.06497716000007, 21.473951552000074], [92.06226802200007, 21.446073529000046], [92.06936321800003, 21.42510504300003], [92.05249141300004, 21.420431441000062], [92.05253098500003, 21.42610806600004], [92.03643450300007, 21.42889679900003], [92.02163058200006, 21.407088791000035], [92.02516942500006, 21.40114675600006], [92.02138767400004, 21.39727176200006], [92.00011529500006, 21.39654901700004], [92.02730390500005, 21.347039903000052], [92.03536892400007, 21.314110721000077], [92.05715528200005, 21.289026190000072]]]]"
Rangamati Sadar,Rangamati,"[[[[92.37581440000008, 22.52166492200007], [92.30854492400005, 22.656363430000056], [92.23515246200003, 22.69126126900005], [92.20181094500003, 22.75337644700005], [92.17625883000005, 22.825418977000027], [92.14068200200006, 22.80455194500007], [92.13826131400003, 22.785325456000066], [92.12171639900004, 22.770866298000044], [92.12589130500004, 22.75771893800004], [92.11202001600003, 22.74881574500006], [92.09733532100006, 22.75143908600006], [92.06249876000004, 22.71535309500007], [92.00485084000007, 22.704496205000055], [92.05328597800008, 22.686738698000056], [92.09691187500005, 22.64591076800008], [92.13300110800003, 22.552737527000033], [92.15357435900006, 22.514034481000067], [92.21337795200003, 22.510670014000027], [92.24307589100005, 22.500186959000075], [92.25995094200005, 22.501941676000058], [92.27964405300008, 22.492456220000065], [92.27708727900006, 22.511657580000076], [92.28444416900004, 22.51490168600003], [92.28696993800008, 22.52805316100006], [92.31321435500007, 22.539522369000053], [92.32556729700008, 22.542781067000078], [92.35220884200004, 22.523049996000054], [92.37581440000008, 22.52166492200007]]]]"
